0min 100W,,,,60min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,,,,,75min 50W,,,,,,,,0 min 100W,,,,,,,,60 min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,75min 50W,,,,,,0 min 100W 100%,60 min 100W 100%,,,,,0 min 50W 100%,,,,,75 min 50W 100%,,,0min 100W 11-16%,,,60min 100W 11-16%,,,,,,0min 50W 11-16%,,,75min 50W 11-16%,,,,1020,,,,,,,,,,,60 min 100W,absolute error ,0 min 100 W,error,75min 50W,error,0 min 50 W,error,,
,,110923,,,,101223,,092823 - IR out,,91523,,83123,,102824,,Average,st. dev.,,,010324 -2nd good,,122123 -power surge,,122723 -purge,,121823 -oscillate,,Average,st. dev.,,,010523,,122923 -purge,,Average,st. dev.,,,81524,,81624,,Average,st. dev.,,,71824,,090324 -purge,,92424,,100824 -purge,,101524,,Average,st. dev.,,,82724,,083024 -purge,,Average,st. dev.,,,91724,,,,110923,101223,92823,91523,83123,ave,10324,122123,122723,121823,ave,10524,122923,ave,81524,81624,ave,71824,90324,92424,100824,101524,ave,82724,83024,ave,91724,,,,100%,,,,14-19%,,,,percentage,thickness,,0,0,0,0,0,0,0,0,,
Temp,Fluence,Integrated Absorbance,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,,,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,,,,temp,fluence,norm. int. absorbance,error,temp,fluence,norm. int. absorbance,error,,,,1.62E+17,4.2E+16,1.62E+17,4.2E+16,1.515E+17,2.25E+16,1.515E+17,2.25E+16,,0
120K,1.782E+18,0.8313,0.128465461,60K,1.782E+18,,,,,,,,,,,,,120K,1.6665E+18,0.8012,0.116200145,0.5968,0.093483709,0.478,0.070668244,0.6124,0.091965761,0.100549872,0.018603158,60K,1.6665E+18,0.642,0.099303944,0.471,0.077086743,0.088195344,0.011108601,120K,1.782E+18,0.3998,0.475103981,0.3417,0.331973186,0.403538584,0.101208756,60K,1.782E+18,,0.757269569,0.4513,0.60269765,0.7498,0.798084087,0.7697,0.889107081,0.6496,0.667420117,0.742915701,0.111783484,120K,1.6665E+18,0.2033,0.294,0.2309,0.265,0.2795,0.020506097,60K,1.6665E+18,0.4195,0.483573487,,,0.035781226,,,,,,0.032364992,0.026037829,0.019683083,0.025615038,0.025925236,0.027447177,0.02130644,0.024376809,0.132329754,0.092463822,0.112396788,,0.167868161,0.222288752,0.247641202,0.185895179,0.205923324,0.081815834,0.073743964,0.077779899,0.134688748,,2.268E+18,0.126471927,,,,,,,,,,,,,,,,,,,,,
130K,1.944E+18,0.8733,0.134955957,70K,1.944E+18,1.0992,0.170075816,0.4778,0.088744428,0.5906,0.102695183,0.4942,0.183485557,,,0.124975056,0.047462577,130K,1.818E+18,0.8918,0.129340102,0.6638,0.103978697,0.5688,0.084092253,0.7052,0.105901787,0.113073529,0.018517442,70K,1.818E+18,0.6255,0.09675174,0.42,0.068739771,0.082745756,0.014005985,130K,1.944E+18,0.3513,0.417468806,0.27011,0.262421063,0.339944935,0.10963531,70K,1.944E+18,0.8184,0.74835406,0.3534,0.471955128,0.7487,0.796913252,0.7713,0.890955296,0.688,0.706873523,0.723010252,0.156203848,130K,1.818E+18,0.1734,0.251,0.1628,0.187,0.219,0.045254834,70K,1.818E+18,0.3769,0.434466859,,,0.037589011,0.047370874,0.024717807,0.028603482,0.051105862,0.037949506,0.036024838,0.028960977,0.023422046,0.029496611,0.029476118,0.026741759,0.018999373,0.022870566,0.116276745,0.073091609,0.094684177,0.208437547,0.13145271,0.221962641,0.248155982,0.196884057,0.201378588,0.06978291,0.051994445,0.060888678,0.121011178,,2.592E+18,0.129521395,,,,,,,,,,,,,,,,,,,,,
140K,2.106E+18,0.9286,0.143501777,80K,2.106E+18,,,,,,,,,,,,,140K,1.9695E+18,0.9377,0.135997099,0.6899,0.108067043,0.5689,0.084107037,0.7253,0.108920258,0.117661467,0.021205989,80K,1.9695E+18,0.6099,0.094338747,0.397,0.06497545,0.079657099,0.014681649,140K,2.106E+18,0.2826,0.335828877,0.2278,0.221315457,0.278572167,0.080973216,80K,2.106E+18,,0.765819313,0.4259,0.568776709,0.6967,0.741564662,0.7095,0.81956798,0.639,0.656529333,0.710451599,0.098639972,140K,1.9695E+18,0.1388,0.201,0.1522,0.175,0.188,0.018384776,80K,1.9695E+18,0.3751,0.432391931,,,0.039969261,,,,,,0.037878998,0.030099695,0.023426163,0.03033734,0.030435549,0.026074819,0.017958931,0.022016875,0.09353774,0.061642548,0.077590144,,0.15842023,0.20654651,0.228272617,0.182861791,0.194025287,0.055858524,0.048609058,0.052233791,0.120433253,,2.916E+18,0.125049865,,,,,,,,,,,,,,,,,,,,,
150K,2.268E+18,0.8477,0.130999846,90K,2.268E+18,0.9876,0.152808293,0.4428,0.082243685,0.5731,0.099652234,0.532,0.197519863,,,0.126471927,0.052419607,150K,2.121E+18,0.8934,0.129572154,0.6429,0.100704887,0.5337,0.078903016,0.703,0.105571407,0.111949483,0.020790471,90K,2.121E+18,0.5882,0.090982212,0.36,0.058919804,0.074951008,0.016031204,150K,2.268E+18,0.2609,0.310041592,0.2353,0.228601963,0.269321778,0.057586514,90K,2.268E+18,0.8566,0.783284565,0.469,0.62633547,0.6736,0.716977116,0.6776,0.782719187,0.659,0.677077982,0.717278864,0.068055292,150K,2.121E+18,0.1611,0.233,0.1839,0.211,0.222,0.015556349,90K,2.121E+18,0.3716,0.428357349,,,0.036487123,0.042561386,0.022907168,0.027755936,0.055014809,0.037059825,0.036089471,0.028049129,0.021976698,0.029404591,0.028879972,0.025147087,0.016285177,0.020716132,0.08635526,0.063672044,0.075013652,0.21816667,0.174451956,0.19969819,0.218009197,0.188585165,0.199782236,0.064832912,0.058733283,0.061783097,0.119309509,,3.24E+18,0.117331875,,,,,,,,,,,,,,,,,,,,,
160K,2.43E+18,0.8194,0.126626487,100K,2.43E+18,,,,,,,,,,,,,160K,2.2725E+18,0.8555,0.124075417,0.5486,0.085933584,0.5092,0.075280899,0.6483,0.097356961,0.102455321,0.020977977,100K,2.2725E+18,0.5728,0.088600155,0.367,0.060065466,0.074332811,0.014267345,160K,2.43E+18,0.2638,0.313487819,0.247,0.239968911,0.276728365,0.051985718,100K,2.43E+18,,0.762481712,0.387,0.516826923,0.7161,0.762213944,0.7003,0.808940742,0.5858,0.601869927,0.69046665,0.12487002,160K,2.2725E+18,0.1494,0.216,0.2132,0.244,0.23,0.01979899,100K,2.2725E+18,0.3588,0.413602306,,,0.03526902,,,,,,0.034558476,0.023934908,0.020967837,0.027116638,0.026644465,0.024488697,0.016601833,0.020545265,0.08731513,0.066838057,0.077076594,,0.143950761,0.212297913,0.225312634,0.167637617,0.187299731,0.060124376,0.068091006,0.064107691,0.115199816,,3.564E+18,0.119471302,,,,,,,,,,,,,,,,,,,,,
170K,2.592E+18,0.7526,0.116303508,110K,2.592E+18,0.9804,0.15169426,0.4157,0.077210253,0.5795,0.100765084,0.5672,0.210588847,,,0.129521395,0.059172177,170K,2.424E+18,0.8121,0.117781001,0.497,0.077850877,0.4938,0.07300414,0.54,0.081093257,0.092241712,0.020503679,110K,2.424E+18,0.5994,0.092714617,0.368,0.060229133,0.076471875,0.016242742,170K,2.592E+18,0.2386,0.283541295,0.16846,0.163664626,0.223602961,0.084765606,110K,2.592E+18,0.8111,0.741678859,0.4562,0.609241453,0.7858,0.836402342,0.7703,0.889800162,0.6232,0.640295901,0.743483743,0.121155212,170K,2.424E+18,0.1165,0.168,0.1491,0.171,0.1695,0.00212132,110K,2.424E+18,0.372,0.428818444,,,0.032393782,0.042251096,0.021505216,0.028065896,0.058654887,0.037619274,0.032805305,0.021683648,0.020333696,0.022586741,0.024352347,0.025625916,0.01664707,0.021136493,0.078974185,0.045585178,0.062279682,0.206578317,0.169690793,0.232961458,0.247834245,0.178340326,0.207081028,0.046884135,0.047618991,0.047251563,0.119437937,,3.888E+18,0.082061797,,,,,,,,,,,,,,,,,,,,,
180K,2.754E+18,0.6954,0.107464071,120K,2.754E+18,,,,,,,,,,,,,180K,2.5755E+18,0.7461,0.108208847,0.4137,0.064802632,0.4321,0.063882318,0.5351,0.080357411,0.084456297,0.02069394,120K,2.5755E+18,0.6414,0.099211137,0.389,0.063666121,0.081438629,0.017772508,180K,2.754E+18,0.1663,0.197623292,0.12531,0.121742932,0.159683112,0.053655517,120K,2.754E+18,,0.695912583,0.3123,0.417067308,0.7396,0.787227249,0.7783,0.899041238,0.5833,0.599301346,0.679709945,0.183966987,180K,2.5755E+18,0.1035,0.15,0.0788,0.0904,0.1202,0.042143564,120K,2.5755E+18,0.3317,0.382363112,,,0.029931751,,,,,,0.030139192,0.018049346,0.017793013,0.022381788,0.022090835,0.027421526,0.017597038,0.022509282,0.055043617,0.033908813,0.044476215,,0.116164916,0.219264818,0.250408143,0.166922195,0.188190018,0.041652429,0.025166845,0.033409637,0.106498827,,4.212E+18,0.087962261,,,,,,,,,,,,,,,,,,,,,
190K,2.916E+18,0.6883,0.106366868,130K,2.916E+18,0.9834,0.15215844,0.5349,0.099349926,0.6383,0.110989393,0.4439,0.164810277,,,0.125049865,0.031571243,190K,2.727E+18,0.7213,0.104612038,0.4091,0.06408208,0.4079,0.060304554,0.504,0.07568704,0.081460386,0.020058356,130K,2.727E+18,0.6944,0.107409126,0.476,0.077905074,0.0926571,0.014752026,190K,2.916E+18,0.1337,0.158882947,0.10765,0.104585641,0.131734294,0.038393993,130K,2.916E+18,0.711,0.650146306,0.4905,0.655048077,0.6041,0.643001597,0.7371,0.851449694,0.5344,0.549059899,0.669741115,0.110563112,190K,2.727E+18,0.0667,0.0964,0.0818,0.0938,0.0951,0.001838478,130K,2.727E+18,0.2991,0.344783862,,,0.029626149,0.042380384,0.027671734,0.030913652,0.045904274,0.036717511,0.02913738,0.017848653,0.016796506,0.021080959,0.021215874,0.029687414,0.021532623,0.025610019,0.044253347,0.029130028,0.036691687,0.18108394,0.18244922,0.179093938,0.237152566,0.152928547,0.186541642,0.026842677,0.026124973,0.026483825,0.096031954,,4.536E+18,0.083362075,,,,,,,,,,,,,,,,,,,,,
200K,3.078E+18,0.673,0.104002473,140K,3.078E+18,,,,,,,,,,,,,200K,2.8785E+18,0.7343,0.106497462,0.3998,0.062625313,0.4046,0.059816677,0.5077,0.076242679,0.081788485,0.021374338,140K,2.8785E+18,0.7447,0.115189482,,,0.115189482,,200K,3.078E+18,0.1171,0.139156269,0.08484,0.082424949,0.110790609,0.040115101,140K,3.078E+18,,0.626783102,0.4922,0.657318376,0.5888,0.626716339,0.7214,0.833314081,0.5136,0.527689304,0.65436424,0.111359146,200K,2.8785E+18,0.0726,0.105,0.0825,0.0946,0.0998,0.007353911,140K,2.8785E+18,0.2518,0.290259366,,,0.028967599,,,,,,0.029662523,0.017442902,0.016660618,0.02123572,0.021250441,0.031837871,,0.031837871,0.038758915,0.022957655,0.030858285,,0.183081562,0.174558038,0.232101291,0.146976238,0.184179282,0.029217066,0.026348536,0.027782801,0.080845356,,4.86E+18,0.061967639,,,,,,,,,,,,,,,,,,,,,
210K,3.24E+18,0.6884,0.106382321,150K,3.24E+18,1.0863,0.168079839,0.543,0.100854383,0.6972,0.12123109,0.3499,0.129910151,,,0.117331875,0.028145109,210K,3.03E+18,0.7413,0.10751269,0.4012,0.062844612,0.4085,0.060393258,0.5131,0.077053612,0.082470305,0.021657766,150K,3.03E+18,0.7279,0.112590874,0.412,0.067430442,0.090010658,0.022580216,210K,3.24E+18,0.0721,0.085680333,0.09197,0.089351987,0.08751616,0.002596251,150K,3.24E+18,0.6599,0.603419898,0.5057,0.675347222,0.6709,0.714103246,0.7234,0.83562435,0.5577,0.572999075,0.680298758,0.103340314,210K,3.03E+18,0.0466,0.0673,0.0866,0.0993,0.0833,0.022627417,150K,3.03E+18,0.2446,0.281959654,,,0.029630453,0.046814939,0.028090768,0.033766251,0.036183612,0.036213893,0.029945293,0.017503983,0.016821212,0.021461587,0.021433019,0.031119627,0.01863748,0.024878554,0.02386437,0.024887029,0.0243757,0.168069327,0.1881031,0.198897737,0.232744765,0.159596277,0.189482241,0.018753654,0.027657979,0.023205817,0.078533654,,5.184E+18,0.063377225,,,,,,,,,,,,,,,,,,,,,
220K,3.402E+18,0.6347,0.098083758,160K,3.402E+18,,,,,,,,,,,,,220K,3.1815E+18,0.692,0.100362582,0.3776,0.05914787,0.4033,0.059624483,0.4948,0.074305451,0.077938634,0.019327721,160K,3.1815E+18,0.6846,0.105893272,0.366,0.0599018,0.082897536,0.022995736,220K,3.402E+18,0.0634,0.075341652,0.04826,0.046886233,0.061113943,0.02012102,160K,3.402E+18,,0.470921727,0.4768,0.636752137,0.7967,0.848004258,0.706,0.815525009,0.5403,0.555121751,0.665264976,0.163313757,220K,3.1815E+18,0.0568,0.0821,0.0285,0.0327,0.0574,0.034931075,160K,3.1815E+18,0.2172,0.25037464,,,0.027319071,,,,,,0.027953787,0.016474337,0.016607087,0.020696148,0.02043284,0.029268439,0.016556597,0.022912518,0.020984758,0.013059128,0.017021943,,0.177353289,0.236192916,0.227146536,0.154616942,0.198827421,0.022858531,0.009102222,0.015980376,0.069736344,,5.508E+18,0.055267806,,,,,,,,,,,,,,,,,,,,,
230K,3.564E+18,0.617,0.095348478,170K,3.564E+18,0.9201,0.142364227,0.4673,0.086794205,0.5754,0.100052165,0.4621,0.171567536,,,0.119471302,0.038952867,230K,3.333E+18,0.6609,0.095852067,0.3482,0.054542607,0.3735,0.055218805,0.4603,0.069124493,0.073173056,0.019318285,170K,3.333E+18,0.6362,0.098406806,0.406,0.066448445,0.082427626,0.015979181,230K,3.564E+18,0.0486,0.057754011,0.03945,0.038327018,0.048040515,0.013736958,170K,3.564E+18,0.3701,0.338423555,0.332,0.443376068,0.542,0.576902608,0.5032,0.581263717,0.3864,0.396999897,0.467393169,0.108540331,230K,3.333E+18,0.052,0.0751,0.0311,0.0357,0.0554,0.027860007,170K,3.333E+18,0.1511,0.174178674,,,0.026557219,0.039652421,0.024174615,0.027867328,0.04778636,0.034870181,0.026697483,0.015191642,0.015379983,0.019253106,0.019130553,0.027199212,0.018366061,0.022782636,0.016086108,0.010675147,0.013380628,0.09426043,0.123492642,0.16068352,0.161898211,0.110575581,0.130182077,0.020926824,0.0099326,0.015429712,0.048513635,,5.832E+18,0.045601205,,,,,,,,,,,,,,,,,,,,,
240K,3.726E+18,0.5577,0.086184516,180K,3.726E+18,,,,,,,,,,,,,240K,3.4845E+18,0.6218,0.090181291,0.3248,0.050877193,0.3312,0.048965109,0.4194,0.06298243,0.068013638,0.018995706,180K,3.4845E+18,0.5747,0.088894045,0.402,0.065793781,0.077343913,0.011550132,240K,3.726E+18,0.0293,0.034818776,0.05321,0.051695327,0.043257052,0.011933524,180K,3.726E+18,,0.229059986,0.2737,0.365518162,0.413,0.43959553,0.2957,0.341573293,0.2151,0.221000719,0.319349538,0.093420058,240K,3.4845E+18,0.0333,0.0481,0.0523,0.06,0.05405,0.008414571,180K,3.4845E+18,0.129,0.14870317,,,0.024004799,,,,,,0.025118013,0.014170722,0.013638153,0.017542369,0.017617314,0.024569927,0.018185114,0.02137752,0.009698003,0.014398595,0.012048299,,0.101807037,0.122439656,0.095137721,0.061554885,0.095234825,0.013401216,0.016703375,0.015052296,0.041417994,,,,,,,,,,,,,,,,,,,,,,,,
250K,3.888E+18,0.5101,0.07882862,190K,3.888E+18,0.7727,0.119557481,0.4481,0.083228083,0.5287,0.091931838,0.1913,0.07102547,,,0.082061797,0.020615716,250K,3.636E+18,0.5486,0.079564902,0.2962,0.046397243,0.2849,0.042120047,0.3755,0.056389848,0.060783998,0.016735859,190K,3.636E+18,0.559,0.086465584,0.391,0.063993453,0.075229519,0.011236066,250K,3.888E+18,0.0299,0.035531788,0.03567,0.03465462,0.035093204,0.000620251,190K,3.888E+18,0.1309,0.119696416,0.3017,0.402911325,0.3766,0.400851517,0.2403,0.277578838,0.168,0.172608651,0.274729349,0.129237559,250K,3.636E+18,0.0323,0.0467,0.036,0.0413,0.044,0.003818377,190K,3.636E+18,0.1292,0.148933718,,,0.021955977,0.033300104,0.02318135,0.025605589,0.019782581,0.025467406,0.022161052,0.012922931,0.011731612,0.015706151,0.015630436,0.023898711,0.017687512,0.020793111,0.009896597,0.009652281,0.009774439,0.033338801,0.112222079,0.111648365,0.077313474,0.04807634,0.076519812,0.012998777,0.011497543,0.01224816,0.041482208,,,,,,,,,,,,,,,,,,,,,,,,
260K,4.05E+18,0.47,0.072631742,200K,4.05E+18,,,,,,,,,,,,,260K,3.7875E+18,0.5269,0.076417694,0.2684,0.042042607,0.2631,0.038897102,0.3428,0.051479201,0.056646501,0.017001526,200K,3.7875E+18,0.558,0.086310905,0.387,0.063338789,0.074824847,0.011486058,260K,4.05E+18,0.0233,0.027688651,0.01503,0.014602157,0.021145404,0.009253549,200K,4.05E+18,,0.11590161,0.2203,0.29420406,0.4318,0.459606174,0.2358,0.272380732,0.1671,0.171683962,0.262755308,0.131996151,260K,3.7875E+18,0.0327,0.0472,-0.0014,-0.00161,0.022795,0.034513882,200K,3.7875E+18,0.1197,0.137982709,,,0.020229973,,,,,,0.021284466,0.011710042,0.010833931,0.014338398,0.01454171,0.023855958,0.017506565,0.020681262,0.007712064,0.004067109,0.005889587,,0.081944064,0.128013181,0.075865656,0.047818788,0.083410422,0.013159753,0.000447127,0.00680344,0.038432046,,,,,,,,,,,,,,,,,,,,,,,,
270K,4.212E+18,0.419,0.064750425,210K,4.212E+18,0.6365,0.098483676,0.4684,0.086998514,0.5217,0.090714658,0.2321,0.08617361,,,0.087962261,0.005619279,270K,3.939E+18,0.4948,0.071762146,0.2454,0.03843985,0.217,0.032081609,0.3192,0.047935125,0.052712374,0.017403469,210K,3.939E+18,0.5425,0.08391338,0.383,0.062684124,0.073298752,0.010614628,270K,4.212E+18,-0.0152,-0.018062983,0.01565,0.015204508,-0.001429238,0.023523668,210K,4.212E+18,0.1226,0.112106803,0.2138,0.285523504,0.4667,0.496753592,0.2146,0.247891879,0.1445,0.148463989,0.258147953,0.150951853,270K,3.939E+18,0.03,0.0433,0.0093,0.0107,0.027,0.023051681,210K,3.939E+18,0.1144,0.131873199,,,0.018034805,0.02743046,0.024231521,0.025266571,0.024001762,0.025232578,0.019987766,0.010706574,0.008935626,0.013351274,0.01324531,0.023193292,0.017325619,0.020259456,0.005031046,0.004234881,0.004632964,0.031224882,0.079526286,0.138359776,0.069044825,0.041351375,0.071901429,0.012073168,0.002970199,0.007521683,0.036730376,,,,,,,,,,,,,,,,,,,,,,,,
280K,4.374E+18,0.3772,0.058290836,220K,4.374E+18,,,,,,,,,,,,,280K,4.0905E+18,0.4645,0.067367658,0.2222,0.034805764,0.1821,0.02692194,0.2675,0.040171197,0.047448206,0.017564799,220K,4.0905E+18,0.5302,0.082010828,0.257,0.042062193,0.062036511,0.019974318,280K,4.374E+18,-0.0001,-0.000118835,0.01125,0.010929758,0.005405462,0.007812535,220K,4.374E+18,,0.104745794,0.2266,0.302617521,0.4909,0.522511975,0.21,0.24257826,0.1167,0.119901367,0.258470983,0.169375406,280K,4.0905E+18,0.0125,0.0181,-0.0257,-0.0295,-0.0057,0.033658283,220K,4.0905E+18,0.1021,0.117694525,,,0.016235629,,,,,,0.018763778,0.009694379,0.007498514,0.011188802,0.011786368,0.022667435,0.011625807,0.017146621,3.3099E-05,0.003044243,0.001538671,,0.084287448,0.145534207,0.067564834,0.033395886,0.082695594,0.005030487,0.008207968,0.006619227,0.032781219,,,,,,,,,,,,,,,,,,,,,,,,
290K,4.536E+18,0.3568,0.055138309,230K,4.536E+18,0.5049,0.078121615,0.5281,0.098086924,0.4802,0.083498522,0.1845,0.06850078,,,0.083362075,0.01235981,290K,4.242E+18,0.436,0.063234228,0.1992,0.031203008,0.1448,0.021407451,0.2392,0.03592131,0.043452849,0.017912615,230K,4.242E+18,0.5217,0.080696056,0.2354,0.038527005,0.05961153,0.021084526,290K,4.536E+18,-0.0007,-0.000831848,0.01896,0.018420286,0.008794219,0.013613315,230K,4.536E+18,0.1065,0.097384784,0.2751,0.367387821,0.4481,0.476955828,0.1762,0.203534712,0.1182,0.121442515,0.253341132,0.163715062,290K,4.242E+18,0.0326,0.0471,-0.029,-0.0333,0.0069,0.056851385,230K,4.242E+18,0.0909,0.104783862,,,0.015357562,0.021759056,0.027319953,0.023256675,0.019079384,0.022853767,0.017612502,0.008690911,0.005962574,0.01000509,0.010567769,0.022304038,0.010648696,0.016476367,0.000231693,0.005130565,0.002681129,0.027124388,0.102327789,0.132845545,0.056690113,0.033825139,0.070562595,0.013119509,0.00926191,0.011190709,0.029185238,,,,,,,,,,,,,,,,,,,,,,,,
300K,4.698E+18,0.3501,0.054102921,240K,4.698E+18,,,,,,,,,,,,,300K,4.3935E+18,0.4158,0.060304569,0.1669,0.026143484,0.1188,0.017563572,0.1825,0.027406518,0.037951524,0.018815216,240K,4.3935E+18,0.4782,0.073967517,0.2729,0.044664484,0.059316001,0.014651516,300K,4.698E+18,-0.0198,-0.023529412,-0.01505,-0.014621587,-0.0190755,0.006298783,240K,4.698E+18,,0.078227871,0.274,0.365918803,0.3378,0.359552954,0.1798,0.207693196,0.1317,0.135312853,0.229341135,0.13014775,300K,4.3935E+18,0.0123,0.0178,-0.011,-0.0126,0.0026,0.021496046,240K,4.3935E+18,0.0816,0.094063401,,,0.015069177,,,,,,0.01679651,0.007281692,0.004891946,0.007633482,0.009150907,0.020444299,0.012345069,0.016394684,0.0065536,0.004072521,0.00531306,,0.101918627,0.100145559,0.057848367,0.037688416,0.074400242,0.004949999,0.003513138,0.004231569,0.026199289,,,,,,,,,,,,,,,,,,,,,,,,
310K,4.86E+18,0.2475,0.038247566,250K,4.86E+18,0.3848,0.059538914,0.3739,0.069446508,0.4575,0.079551382,0.0994,0.036905027,,,0.061967639,0.018236228,310K,4.545E+18,0.3971,0.057592458,0.1417,0.022196115,0.089,0.013157895,0.1586,0.02381739,0.034535321,0.019506472,250K,4.545E+18,0.4489,0.069435422,0.2455,0.040180033,0.054807727,0.014627695,310K,4.86E+18,-0.0414,-0.049197861,-0.01692,-0.016438356,-0.032818109,0.023164468,250K,4.86E+18,0.0646,0.059070958,0.202,0.269764957,0.3568,0.379776477,0.1445,0.166916946,0.1292,0.132744272,0.201654722,0.125151765,310K,4.545E+18,0.0035,0.00506,-0.0417,-0.0478,-0.02137,0.037377664,250K,4.545E+18,0.0713,0.082190202,,,0.010653017,0.016583254,0.019342796,0.022157286,0.010279083,0.017090605,0.016041111,0.006182239,0.003664842,0.00663381,0.008130501,0.019191648,0.011105586,0.015148617,0.013702981,0.004578542,0.009140762,0.016452915,0.07513709,0.105778376,0.04649104,0.036972994,0.056166483,0.001408536,0.013317988,0.007363262,0.022892271,,,,,,,,,,,,,,,,,,,,,,,,
,,,,260K,5.022E+18,,,,,,,,,,,,,,,,,,,,,,,,,260K,4.6965E+18,0.3953,0.061144625,0.2254,0.036890344,0.049017484,0.012127141,,,,,,,,,260K,5.022E+18,,0.039685443,0.2807,0.374866453,0.208,0.221394359,0.1013,0.117015132,0.1363,0.140039042,0.178600086,0.127405627,,,,,,,,,260K,4.6965E+18,0.0697,0.080345821,,,,,,,,,,,,,,0.016900108,0.01019633,0.013548219,,,,,0.104410797,0.061664524,0.032591989,0.039004792,0.059418026,,,,0.02237856,,,,,,,,,,,,,,,,,,,,,,,,
,,,,270K,5.184E+18,0.28292,0.043775337,0.3325,0.061757058,0.3738,0.064997392,,,,,0.063377225,0.011432539,,,,,,,,,,,,,270K,4.848E+18,0.354,0.054756381,0.1899,0.031080196,0.042918289,0.011838092,,,,,,,,,270K,5.184E+18,0.0222,0.020299927,0.1674,0.223557692,0.2211,0.235337946,0.142,0.164029109,0.1544,0.15863557,0.160372049,0.085511549,,,,,,,,,270K,4.848E+18,0.0366,0.042190202,,,,0.012192656,0.017201069,0.018103592,,0.015832439,,,,,,0.015134425,0.008590431,0.011862428,,,,0.005654098,0.062267073,0.065548203,0.045686697,0.044184445,0.044668103,,,,0.011751152,,,,,,,,,,,,,,,,,,,,,,,,
,,,,280K,5.346E+18,,,,,,,,,,,,,,,,,,,,,,,,,280K,4.9995E+18,0.3232,0.049992266,0.1433,0.023453355,0.036722811,0.013269455,,,,,,,,,280K,5.346E+18,,0.004160571,0.1785,0.23838141,0.1897,0.201915913,0.129,0.14901236,0.1105,0.113531285,0.141400308,0.090466629,,,,,,,,,280K,4.9995E+18,0.072,0.082997118,,,,,,,,,,,,,,0.013817644,0.006482405,0.010150025,,,,,0.066395894,0.056239232,0.041504112,0.03162164,0.048940219,,,,0.02311702,,,,,,,,,,,,,,,,,,,,,,,,
,,,,290K,5.508E+18,0.19792,0.030623549,0.305,0.056649331,0.3099,0.053886281,,,,,0.055267806,0.014295281,,,,,,,,,,,,,290K,5.151E+18,0.312,0.048259861,0.1186,0.019410802,0.033835331,0.01442453,,,,,,,,,290K,5.508E+18,-0.0131,-0.011978786,0.1691,0.225827992,0.1389,0.147844598,0.1374,0.15871549,0.0906,0.09308538,0.122698935,0.088854024,,,,,,,,,290K,5.151E+18,0.0147,0.016945245,,,,0.008529515,0.015778424,0.015008837,,0.013105592,,,,,,0.013338815,0.005365061,0.009351938,,,,0.003336427,0.062899415,0.041178858,0.044206705,0.025926883,0.035509658,,,,0.004719725,,,,,,,,,,,,,,,,,,,,,,,,
,,,,300K,5.67E+18,,,,,,,,,,,,,,,,,,,,,,,,,300K,5.3025E+18,0.2653,0.04103635,0.0833,0.013633388,0.027334869,0.013701481,,,,,,,,,300K,5.67E+18,,-0.003794807,0.1928,0.257478633,0.2093,0.222778073,0.1654,0.191059258,0.0945,0.097092366,0.152922705,0.10599943,,,,,,,,,300K,5.3025E+18,0.0368,0.042420749,,,,,,,,,,,,,,0.011342268,0.003768209,0.007555239,,,,,0.071715004,0.062049928,0.05321535,0.027042941,0.053505806,,,,0.011815366,,,,,,,,,,,,,,,,,,,,,,,,
